date,open,high,low,close,volume,adj_close,adj_open,adj_high,adj_low,open_change,open_change_perc,close_change,close_change_perc,high_change,high_change_perc,low_change,low_change_perc,high_above_5_perc,high_above_10_perc,low_below_5_perc,low_below_10_perc,days_to_drop_to_prev_close,days_to_rise_to_prev_close
06/06/2013,20.35,21.28,19.92,19.94,19751700,79.76,81.40,85.12,79.68,0.76,0.01,-0.88,-0.01,4.48,0.06,-0.96,-0.01,1,,,,0,0
06/05/2013,19.71,20.28,19.52,20.16,18702600,80.64,78.84,81.12,78.08,1.48,0.02,3.28,0.04,3.76,0.05,0.72,0.01,1,,,,2,0
06/04/2013,19.23,19.94,19.07,19.34,12880600,77.36,76.92,79.76,76.28,0.48,0.01,0.92,0.01,3.32,0.04,-0.16,0.00,,,,,0,0
06/03/2013,19.12,20.15,19.08,19.11,16234800,76.44,76.48,80.60,76.32,-0.08,0.00,-0.12,0.00,4.04,0.05,-0.24,0.00,1,,,,0,0
05/31/2013,18.73,19.18,18.48,19.14,13214700,76.56,74.92,76.72,73.92,0.76,0.01,2.40,0.03,2.56,0.03,-0.24,0.00,,,,,0,0
05/30/2013,18.59,18.80,18.35,18.54,8521700,74.16,74.36,75.20,73.40,0.16,0.00,-0.04,0.00,1.00,0.01,-0.80,-0.01,,,,,0,0
05/29/2013,18.58,18.95,18.39,18.55,11300300,74.20,74.32,75.80,73.56,1.24,0.02,1.12,0.02,2.72,0.04,0.48,0.01,,,,,27,0
05/28/2013,18.21,18.54,18.10,18.27,9487600,73.08,72.84,74.16,72.40,-2.08,-0.01,-1.84,-0.02,-0.76,-0.01,-2.52,-0.03,,,,,0,1
05/24/2013,19.01,19.14,18.70,18.73,8987200,74.92,76.04,76.56,74.80,0.92,0.01,-0.20,0.00,1.44,0.02,-0.32,0.00,,,,,0,0
05/23/2013,19.53,19.57,18.65,18.78,15672100,75.12,78.12,78.28,74.60,3.60,0.05,0.60,0.01,3.76,0.05,0.08,0.00,1,,,,2,0
05/22/2013,18.28,18.95,18.15,18.63,17167400,74.52,73.12,75.80,72.60,-0.60,0.01,0.80,0.01,2.08,0.03,-1.12,0.00,,,,,0,0
05/21/2013,18.17,18.55,18.11,18.43,8383000,73.72,72.68,74.20,72.44,-0.40,0.01,0.64,0.01,1.12,0.02,-0.64,0.01,,,,,0,0
05/20/2013,18.26,18.30,18.00,18.27,6849100,73.08,73.04,73.20,72.00,0.92,0.01,0.96,0.01,1.08,0.01,-0.12,0.00,,,,,0,0
05/17/2013,18.43,18.47,17.97,18.03,10786400,72.12,73.72,73.88,71.88,-0.32,0.00,-1.92,-0.01,-0.16,0.00,-2.16,-0.01,,,,,0,2
05/16/2013,18.49,18.72,18.27,18.51,9342300,74.04,73.96,74.88,73.08,0.56,0.01,0.64,0.01,1.48,0.02,-0.32,0.00,,,,,0,0
05/15/2013,18.40,18.55,18.19,18.35,8778100,73.40,73.60,74.20,72.76,0.80,0.01,0.60,0.01,1.40,0.02,-0.04,0.00,,,,,0,0
05/14/2013,18.26,18.45,18.13,18.20,8276100,72.80,73.04,73.80,72.52,-0.48,0.01,-0.72,0.01,0.28,0.00,-1.00,-0.01,,,,,0,0
05/13/2013,18.48,18.66,18.31,18.38,6864300,73.52,73.92,74.64,73.24,0.08,0.00,-0.32,0.00,0.80,0.01,-0.60,0.01,,,,,0,0
05/10/2013,18.77,18.98,18.45,18.46,10263500,73.84,75.08,75.92,73.80,0.52,0.01,-0.72,0.01,1.36,0.02,-0.76,-0.01,,,,,0,0
05/09/2013,18.48,19.03,18.39,18.64,11832400,74.56,73.92,76.12,73.56,0.68,0.01,1.32,0.02,2.88,0.04,0.32,0.00,,,,,2,0
05/08/2013,18.37,18.68,18.22,18.31,6790100,73.24,73.48,74.72,72.88,0.72,0.01,0.48,0.01,1.96,0.03,0.12,0.00,,,,,4,0
05/07/2013,18.11,18.46,18.02,18.19,7939500,72.76,72.44,73.84,72.08,-1.08,-0.01,-0.76,-0.01,0.32,0.00,-1.44,0.00,,,,,0,0
05/06/2013,18.66,18.70,18.26,18.38,6526900,73.52,74.64,74.80,73.04,-0.12,0.00,-1.24,0.00,0.04,0.00,-1.72,-0.02,,,,,0,0
05/03/2013,18.67,19.03,18.58,18.69,8616800,74.76,74.68,76.12,74.32,-1.76,-0.02,-1.68,-0.02,-0.32,0.00,-2.12,-0.01,,,,,0,14
05/02/2013,19.45,19.50,19.01,19.11,9790800,76.44,77.80,78.00,76.04,-1.28,0.00,-2.64,-0.03,-1.08,-0.01,-3.04,-0.02,,,,,0,21
05/01/2013,19.13,19.79,19.07,19.77,13294400,79.08,76.52,79.16,76.28,0.64,0.01,3.20,0.04,3.28,0.04,0.40,0.01,,,,,2,0
04/30/2013,19.13,19.46,18.89,18.97,8838300,75.88,76.52,77.84,75.56,-0.08,0.00,-0.72,0.01,1.24,0.02,-1.04,-0.01,,,,,0,0
04/29/2013,18.94,19.29,18.80,19.15,7306300,76.60,75.76,77.16,75.20,-1.20,0.00,-0.36,0.00,0.20,0.00,-1.76,-0.02,,,,,0,0
04/26/2013,19.47,19.70,19.17,19.24,10153900,76.96,77.88,78.80,76.68,0.88,0.01,-0.04,0.00,1.80,0.02,-0.32,0.00,,,,,0,0
04/25/2013,18.85,19.40,18.78,19.25,9835500,77.00,75.40,77.60,75.12,-0.76,0.01,0.84,0.01,1.44,0.02,-1.04,-0.01,,,,,0,0
04/24/2013,19.03,19.24,18.77,19.04,9180200,76.16,76.12,76.96,75.08,0.20,0.00,0.24,0.00,1.04,0.01,-0.84,-0.01,,,,,0,0
04/23/2013,19.36,20.74,18.90,18.98,14934300,75.92,77.44,82.96,75.60,-2.52,-0.03,-4.04,-0.05,3.00,0.04,-4.36,-0.05,,,1,,0,0
04/22/2013,20.56,21.04,19.76,19.99,14356800,79.96,82.24,84.16,79.04,0.48,0.01,-1.80,-0.02,2.40,0.03,-2.72,-0.03,,,,,0,0
04/19/2013,21.71,21.84,20.27,20.44,16382800,81.76,86.84,87.36,81.08,-1.32,-0.01,-6.40,-0.07,-0.80,0.01,-7.08,-0.08,,,1,,0,43
04/18/2013,21.05,22.54,21.01,22.04,25761200,88.16,84.20,90.16,84.04,-0.08,0.00,3.88,0.05,5.88,0.07,-0.24,0.00,1,,,,0,0
04/17/2013,19.63,21.77,19.61,21.07,31861600,84.28,78.52,87.08,78.44,2.92,0.04,8.68,0.11,11.48,0.15,2.84,0.04,1,1,,,4,0
04/16/2013,19.63,19.98,18.86,18.90,17353700,75.60,78.52,79.92,75.44,-3.56,-0.04,-6.48,-0.06,-2.16,-0.01,-6.64,-0.08,,,1,,0,1
04/15/2013,18.49,21.22,18.23,20.52,30286700,82.08,73.96,84.88,72.92,0.56,0.01,8.68,0.12,11.48,0.16,-0.48,0.01,1,1,,,0,0
04/12/2013,18.93,19.13,18.31,18.35,10380500,73.40,75.72,76.52,73.24,0.92,0.01,-1.40,0.00,1.72,0.02,-1.56,-0.02,,,,,0,0
04/11/2013,18.70,18.85,18.37,18.70,9592500,74.80,74.80,75.40,73.48,-0.36,0.00,-0.36,0.00,0.24,0.00,-1.68,-0.02,,,,,0,0
04/10/2013,19.06,19.14,18.73,18.79,11181200,75.16,76.24,76.56,74.92,-0.92,-0.01,-2.00,-0.01,-0.60,0.01,-2.24,-0.01,,,,,0,3
04/09/2013,19.38,19.72,19.09,19.29,10750800,77.16,77.52,78.88,76.36,-0.68,0.01,-1.04,-0.01,0.68,0.01,-1.84,-0.02,,,,,0,0
04/08/2013,19.95,20.24,19.53,19.55,10881600,78.20,79.80,80.96,78.12,-0.64,0.01,-2.24,-0.01,0.52,0.01,-2.32,-0.01,,,,,0,0
04/05/2013,21.19,21.27,20.09,20.11,15126000,80.44,84.76,85.08,80.36,4.64,0.06,0.32,0.00,4.96,0.06,0.24,0.00,1,,,,1,0
04/04/2013,20.34,20.88,20.03,20.03,13246300,80.12,81.36,83.52,80.12,-0.20,0.00,-1.44,0.00,1.96,0.02,-1.44,0.00,,,,,0,0
04/03/2013,19.65,20.58,19.56,20.39,14500400,81.56,78.60,82.32,78.24,-0.16,0.00,2.80,0.04,3.56,0.05,-0.52,0.01,1,,,,0,0
04/02/2013,20.00,20.08,19.66,19.69,9745200,78.76,80.00,80.32,78.64,-1.28,0.00,-2.52,-0.03,-0.96,-0.01,-2.64,-0.03,,,,,0,1
04/01/2013,20.16,20.56,20.08,20.32,9294200,81.28,80.64,82.24,80.32,-0.36,0.00,0.28,0.00,1.24,0.02,-0.68,0.01,,,,,0,0
03/28/2013,20.26,20.44,20.18,20.25,7263600,81.00,81.04,81.76,80.72,-0.32,0.00,-0.36,0.00,0.40,0.00,-0.64,0.01,,,,,0,0
03/27/2013,20.62,20.80,20.18,20.34,11531000,81.36,82.48,83.20,80.72,1.92,0.02,0.80,0.01,2.64,0.03,0.16,0.00,,,,,2,0
03/26/2013,20.34,20.60,20.05,20.14,10515800,80.56,81.36,82.40,80.20,-1.36,0.00,-2.16,-0.01,-0.32,0.00,-2.52,-0.03,,,,,0,1
03/25/2013,20.44,21.31,20.15,20.68,17433000,82.72,81.76,85.24,80.60,-2.04,-0.02,-1.08,-0.01,1.44,0.02,-3.20,-0.02,,,,,0,0
03/22/2013,20.68,21.28,20.57,20.95,10727800,83.80,82.72,85.12,82.28,-1.36,0.00,-0.28,0.00,1.04,0.01,-1.80,-0.02,,,,,0,0
03/21/2013,20.98,21.32,20.47,21.02,16507700,84.08,83.92,85.28,81.88,2.16,0.03,2.32,0.03,3.52,0.04,0.12,0.00,,,,,2,0
03/20/2013,20.85,21.08,20.30,20.44,15552400,81.76,83.40,84.32,81.20,-2.92,-0.03,-4.56,-0.05,-2.00,-0.02,-5.12,-0.04,,,,,0,19
03/19/2013,21.12,22.74,21.02,21.58,26376200,86.32,84.48,90.96,84.08,-1.84,-0.02,0.00,0.00,4.64,0.05,-2.24,-0.01,1,,,,0,0
03/18/2013,21.83,21.89,20.70,21.58,18712600,86.32,87.32,87.56,82.80,5.28,0.06,4.28,0.05,5.52,0.07,0.76,0.01,1,,,,2,0
03/15/2013,20.62,20.99,20.41,20.51,10710300,82.04,82.48,83.96,81.64,0.36,0.00,-0.08,0.00,1.84,0.02,-0.48,0.01,,,,,0,0
03/14/2013,20.66,20.90,20.45,20.53,11404100,82.12,82.64,83.60,81.80,-1.08,-0.01,-1.60,0.00,-0.12,0.00,-1.92,-0.02,,,,,0,1
03/13/2013,20.97,21.42,20.77,20.93,10885000,83.72,83.88,85.68,83.08,-0.32,0.00,-0.48,0.01,1.48,0.02,-1.12,-0.01,,,,,0,0
03/12/2013,20.77,21.70,20.63,21.05,15696200,84.20,83.08,86.80,82.52,0.16,0.00,1.28,0.02,3.88,0.05,-0.40,0.00,1,,,,0,0
03/11/2013,21.60,21.69,20.70,20.73,11243200,82.92,86.40,86.76,82.80,-0.12,0.00,-3.60,-0.04,0.24,0.00,-3.72,-0.04,,,,,0,0
03/08/2013,21.55,22.27,21.49,21.63,12618000,86.52,86.20,89.08,85.96,-1.52,0.00,-1.20,-0.01,1.36,0.02,-1.76,-0.02,,,,,0,0
03/07/2013,22.30,22.49,21.91,21.93,9011300,87.72,89.20,89.96,87.64,-0.36,0.00,-1.84,-0.02,0.40,0.00,-1.92,-0.02,,,,,0,0
03/06/2013,22.03,22.80,21.98,22.39,11242200,89.56,88.12,91.20,87.92,-1.00,-0.01,0.44,0.00,2.08,0.02,-1.20,-0.01,,,,,0,0
03/05/2013,22.29,22.54,22.13,22.28,12706600,89.12,89.16,90.16,88.52,-3.08,-0.03,-3.12,-0.03,-2.08,-0.02,-3.72,-0.04,,,,,0,77
03/04/2013,24.65,24.79,23.00,23.06,12925900,92.24,98.60,99.16,92.00,1.28,0.01,-5.08,-0.05,1.84,0.02,-5.32,-0.05,,,1,,0,0
03/01/2013,25.04,25.62,23.91,24.33,19646100,97.32,100.16,102.48,95.64,4.28,0.04,1.44,0.01,6.60,0.07,-0.24,0.00,1,,,,0,1
02/28/2013,23.18,23.97,22.81,23.97,14169800,95.88,92.72,95.88,91.24,-0.36,0.00,2.80,0.03,2.80,0.03,-1.84,0.00,,,,,0,0
02/27/2013,25.11,25.37,22.85,23.27,17713000,93.08,100.44,101.48,91.40,0.72,0.01,-6.64,-0.05,1.76,0.02,-8.32,-0.08,,,1,,0,+454
02/26/2013,25.28,26.81,24.52,24.93,28619300,99.72,101.12,107.24,98.08,-1.12,-0.01,-2.52,-0.02,5.00,0.05,-4.16,-0.04,1,,,,+455,0
02/25/2013,21.71,25.80,21.42,25.56,24935200,102.24,86.84,103.20,85.68,-3.08,-0.03,12.32,0.14,13.28,0.15,-4.24,-0.03,1,1,,,0,3
02/22/2013,22.71,23.18,22.45,22.48,9851300,89.92,90.84,92.72,89.80,-2.24,-0.02,-3.16,-0.03,-0.36,0.00,-3.28,-0.02,,,,,0,4
02/21/2013,22.85,24.08,22.83,23.27,17600100,93.08,91.40,96.32,91.32,0.08,0.00,1.76,0.02,5.00,0.05,0.00,0.00,1,,,,0,0
02/20/2013,21.10,22.94,21.07,22.83,14169000,91.32,84.40,91.76,84.28,0.32,0.00,7.24,0.09,7.68,0.09,0.20,0.00,1,,,,13,0
02/19/2013,21.79,21.82,20.97,21.02,10116600,84.08,87.16,87.28,83.88,-0.72,0.01,-3.80,-0.04,-0.60,0.01,-4.00,-0.03,,,,,0,1
02/15/2013,21.94,22.47,21.84,21.97,9499200,87.88,87.76,89.88,87.36,-0.88,0.01,-0.76,0.01,1.24,0.01,-1.28,-0.01,,,,,0,0
02/14/2013,22.64,22.78,22.03,22.16,6964800,88.64,90.56,91.12,88.12,0.60,0.01,-1.32,-0.01,1.16,0.01,-1.84,-0.02,,,,,0,0
02/13/2013,22.32,22.88,22.09,22.49,8111900,89.96,89.28,91.52,88.36,-0.20,0.00,0.48,0.01,2.04,0.02,-1.12,-0.01,,,,,0,0
02/12/2013,22.57,22.74,22.17,22.37,7171000,89.48,90.28,90.96,88.68,-0.12,0.00,-0.92,-0.01,0.56,0.01,-1.72,0.00,,,,,0,0
02/11/2013,22.91,23.12,22.50,22.60,7690300,90.40,91.64,92.48,90.00,-0.32,0.00,-1.56,0.00,0.52,0.01,-1.96,-0.02,,,,,0,0
02/08/2013,23.31,23.33,22.91,22.99,8224000,91.96,93.24,93.32,91.64,-0.60,0.01,-1.88,-0.02,-0.52,0.01,-2.20,-0.02,,,,,0,8
02/07/2013,23.24,24.40,23.17,23.46,12805300,93.84,92.96,97.60,92.68,-1.24,-0.01,-0.36,0.00,3.40,0.04,-1.52,0.00,,,,,0,0
02/06/2013,24.13,24.23,23.50,23.55,9772900,94.20,96.52,96.92,94.00,1.84,0.02,-0.48,0.00,2.24,0.02,-0.68,0.01,,,,,0,0
02/05/2013,24.15,24.25,23.22,23.67,7720300,94.68,96.60,97.00,92.88,-2.12,-0.02,-4.04,-0.04,-1.72,0.00,-5.84,-0.04,,,,,0,18
02/04/2013,23.80,24.70,23.53,24.68,10842400,98.72,95.20,98.80,94.12,2.84,0.03,6.36,0.07,6.44,0.07,1.76,0.02,1,,,,4,0
02/01/2013,23.39,23.42,22.81,23.09,10434500,92.36,93.56,93.68,91.24,-3.80,-0.02,-5.00,-0.05,-3.68,-0.02,-6.12,-0.06,,,1,,0,1
01/31/2013,24.45,24.61,23.82,24.34,7375900,97.36,97.80,98.44,95.28,0.72,0.01,0.28,0.00,1.36,0.01,-1.80,0.00,,,,,0,0
01/30/2013,23.39,24.33,23.11,24.27,10191400,97.08,93.56,97.32,92.44,2.12,0.02,5.64,0.06,5.88,0.06,1.00,0.01,1,,,,2,0
01/29/2013,23.92,24.08,22.68,22.86,9114700,91.44,95.68,96.32,90.72,1.40,0.01,-2.84,-0.03,2.04,0.02,-3.56,-0.02,,,,,0,0
01/28/2013,22.89,23.86,22.89,23.57,7225200,94.28,91.56,95.44,91.56,-0.24,0.00,2.48,0.03,3.64,0.04,-0.24,0.00,,,,,0,0
01/25/2013,22.86,23.40,22.58,22.95,9349800,91.80,91.44,93.60,90.32,0.24,0.00,0.60,0.01,2.40,0.03,-0.88,0.01,,,,,0,0
01/24/2013,22.81,24.10,22.45,22.80,12587400,91.20,91.24,96.40,89.80,0.56,0.01,0.52,0.01,5.72,0.06,-0.88,0.01,1,,,,0,0
01/23/2013,23.28,23.37,22.54,22.67,8021400,90.68,93.12,93.48,90.16,-0.08,0.00,-2.52,-0.01,0.28,0.00,-3.04,-0.03,,,,,0,0
01/22/2013,24.01,24.46,23.17,23.30,7490300,93.20,96.04,97.84,92.68,0.12,0.00,-2.72,-0.01,1.92,0.02,-3.24,-0.03,,,,,0,0
01/18/2013,25.36,25.53,23.88,23.98,11367000,95.92,101.44,102.12,95.52,-1.08,-0.01,-6.60,-0.06,-0.40,0.00,-7.00,-0.05,,,1,,+480,1
01/17/2013,25.15,25.63,25.05,25.63,5893700,102.52,100.60,102.52,100.20,-1.36,-0.01,0.56,0.01,0.56,0.01,-1.76,0.00,,,,,0,0
01/16/2013,25.82,25.97,25.22,25.49,6159100,101.96,103.28,103.88,100.88,-0.88,0.01,-2.20,-0.02,-0.28,0.00,-3.28,-0.03,,,,,0,3
01/15/2013,26.35,26.45,25.80,26.04,4822500,104.16,105.40,105.80,103.20,1.28,0.01,0.04,0.00,1.68,0.02,-0.92,0.01,,,,,0,0
01/14/2013,26.41,26.63,25.91,26.03,5553800,104.12,105.64,106.52,103.64,-0.20,0.00,-1.72,0.00,0.68,0.01,-2.20,-0.02,,,,,0,0
01/11/2013,26.60,26.93,26.45,26.46,5928700,105.84,106.40,107.72,105.80,0.12,0.00,-0.44,0.00,1.44,0.01,-0.48,0.00,,,,,0,0
01/10/2013,26.70,27.12,26.50,26.57,7258700,106.28,106.80,108.48,106.00,-2.16,0.00,-2.68,-0.02,-0.48,0.00,-2.96,-0.01,,,,,0,7
01/09/2013,26.75,27.48,26.69,27.24,5460400,108.96,107.00,109.92,106.76,-1.72,0.00,0.24,0.00,1.20,0.01,-1.96,0.00,,,,,0,0
01/08/2013,27.33,27.82,27.09,27.18,6761100,108.72,109.32,111.28,108.36,-0.76,0.01,-1.36,-0.01,1.20,0.01,-1.72,0.00,,,,,0,0
01/07/2013,27.87,28.07,27.36,27.52,5772000,110.08,111.48,112.28,109.44,1.28,0.01,-0.12,0.00,2.08,0.02,-0.76,0.01,,,,,0,0
01/04/2013,28.05,28.19,27.40,27.55,6891800,110.20,112.20,112.76,109.60,-0.32,0.00,-2.32,-0.02,0.24,0.00,-2.92,-0.01,,,,,0,0
01/03/2013,28.21,28.56,27.53,28.13,5986800,112.52,112.84,114.24,110.12,0.64,0.01,0.32,0.00,2.04,0.02,-2.08,0.00,,,,,0,0
01/02/2013,28.67,29.54,28.03,28.05,9272800,112.20,114.68,118.16,112.12,-12.56,-0.08,-15.04,-0.10,-9.08,-0.07,-15.12,-0.10,,,1,1,0,13
12/31/2012,36.40,36.79,31.40,31.81,14729700,127.24,145.60,147.16,125.60,3.88,0.03,-14.48,-0.10,5.44,0.04,-16.12,-0.11,,,1,1,0,0
12/28/2012,34.82,35.67,33.92,35.43,9199800,141.72,139.28,142.68,135.68,4.44,0.03,6.88,0.05,7.84,0.06,0.84,0.01,1,,,,1,0
12/27/2012,33.66,35.88,33.31,33.71,10738000,134.84,134.64,143.52,133.24,-0.32,0.00,-0.12,0.00,8.56,0.06,-1.72,-0.01,1,,,,0,0
12/26/2012,32.52,33.81,32.44,33.74,5585500,134.96,130.08,135.24,129.76,2.24,0.02,7.12,0.06,7.40,0.06,1.92,0.01,1,,,,3,0
12/24/2012,32.01,32.42,31.87,31.96,2567100,127.84,128.04,129.68,127.48,-2.12,0.00,-2.32,0.00,-0.48,0.00,-2.68,-0.02,,,,,0,1
12/21/2012,33.02,33.13,32.02,32.54,11011300,130.16,132.08,132.52,128.08,10.24,0.08,8.32,0.07,10.68,0.09,6.24,0.05,1,,,,6,0
12/20/2012,29.71,30.71,29.51,30.46,6455000,121.84,118.84,122.84,118.04,-0.32,0.00,2.68,0.02,3.68,0.03,-1.12,0.01,,,,,0,0
12/19/2012,28.13,29.84,28.12,29.79,6646600,119.16,112.52,119.36,112.48,-0.08,0.00,6.56,0.06,6.76,0.06,-0.12,0.00,1,,,,0,0
12/18/2012,28.83,28.96,27.94,28.15,6349500,112.60,115.32,115.84,111.76,-1.84,0.00,-4.56,-0.02,-1.32,-0.01,-5.40,-0.03,,,,,0,1
12/17/2012,30.45,30.49,29.24,29.29,4786100,117.16,121.80,121.96,116.96,0.48,0.00,-4.16,-0.03,0.64,0.01,-4.36,-0.02,,,,,0,0
12/14/2012,30.26,30.72,30.10,30.33,4865800,121.32,121.04,122.88,120.40,0.52,0.00,0.80,0.01,2.36,0.02,-0.12,0.00,,,,,0,0
12/13/2012,29.49,30.60,29.35,30.13,5728700,120.52,117.96,122.40,117.40,-0.32,0.00,2.24,0.02,4.12,0.03,-0.88,0.01,,,,,0,0
12/12/2012,28.73,29.66,28.58,29.57,5486700,118.28,114.92,118.64,114.32,-0.52,0.00,2.84,0.02,3.20,0.03,-1.12,0.01,,,,,0,0
12/11/2012,29.51,29.67,28.84,28.86,5631800,115.44,118.04,118.68,115.36,-1.48,-0.01,-4.08,-0.03,-0.84,0.01,-4.16,-0.03,,,,,0,2
12/10/2012,29.74,30.11,29.53,29.88,3372300,119.52,118.96,120.44,118.12,1.20,0.01,1.76,0.01,2.68,0.02,0.36,0.00,,,,,1,0
12/07/2012,30.04,30.75,29.40,29.44,5980300,117.76,120.16,123.00,117.60,-2.00,0.00,-4.40,-0.02,0.84,0.01,-4.56,-0.02,,,,,0,0
12/06/2012,30.18,30.80,30.07,30.54,4928700,122.16,120.72,123.20,120.28,0.08,0.00,1.52,0.01,2.56,0.02,-0.36,0.00,,,,,0,0
12/05/2012,30.72,31.43,30.02,30.16,7733400,120.64,122.88,125.72,120.08,0.20,0.00,-2.04,0.00,3.04,0.02,-2.60,-0.02,,,,,0,0
12/04/2012,30.39,31.15,29.99,30.67,7107600,122.68,121.56,124.60,119.96,0.60,0.00,1.72,0.01,3.64,0.03,-1.00,0.01,,,,,0,0
12/03/2012,28.89,30.30,28.81,30.24,6478200,120.96,115.56,121.20,115.24,-2.92,-0.02,2.48,0.02,2.72,0.02,-3.24,-0.01,,,,,0,0
11/30/2012,28.84,29.90,28.83,29.62,6461300,118.48,115.36,119.60,115.32,-1.04,0.01,2.08,0.02,3.20,0.03,-1.08,0.01,,,,,0,0
11/29/2012,29.05,29.76,28.93,29.10,7136600,116.40,116.20,119.04,115.72,-1.56,-0.01,-1.36,-0.01,1.28,0.01,-2.04,0.00,,,,,0,0
11/28/2012,30.87,31.49,29.41,29.44,9265200,117.76,123.48,125.96,117.64,2.04,0.02,-3.68,-0.03,4.52,0.04,-3.80,-0.03,,,,,0,0
11/27/2012,29.54,30.46,29.30,30.36,7029400,121.44,118.16,121.84,117.20,-0.80,0.01,2.48,0.02,2.88,0.02,-1.76,-0.01,,,,,0,0
11/26/2012,30.56,30.72,29.70,29.74,6408600,118.96,122.24,122.88,118.80,2.24,0.02,-1.04,0.01,2.88,0.02,-1.20,-0.01,,,,,0,0
11/23/2012,30.60,30.89,30.00,30.00,3247300,120.00,122.40,123.56,120.00,-2.96,-0.02,-5.36,-0.04,-1.80,-0.01,-5.36,-0.04,,,,,0,3
11/21/2012,31.08,31.65,30.50,31.34,5010700,125.36,124.32,126.60,122.00,-0.32,0.00,0.72,0.01,1.96,0.02,-2.64,-0.02,,,,,0,0
11/20/2012,31.33,31.88,31.07,31.16,5963300,124.64,125.32,127.52,124.28,-1.48,-0.01,-2.16,0.00,0.72,0.01,-2.52,0.00,,,,,0,0
11/19/2012,33.45,33.47,31.65,31.70,8002500,126.80,133.80,133.88,126.60,-4.92,-0.02,-11.92,-0.07,-4.84,-0.03,-12.12,-0.07,,,1,,0,26
11/16/2012,35.93,37.22,34.64,34.68,11493400,138.72,143.72,148.88,138.56,-1.56,-0.01,-6.56,-0.03,3.60,0.02,-6.72,-0.03,,,,,0,0
11/15/2012,35.98,37.49,35.31,36.32,11169600,145.28,143.92,149.96,141.24,-0.08,0.00,1.28,0.01,5.96,0.04,-2.76,0.00,,,,,0,0
11/14/2012,33.85,36.58,33.75,36.00,9380500,144.00,135.40,146.32,135.00,-4.00,-0.01,4.60,0.03,6.92,0.05,-4.40,-0.03,1,,,,0,0
11/13/2012,35.55,35.82,33.93,34.85,7532900,139.40,142.20,143.28,135.72,3.04,0.02,0.24,0.00,4.12,0.03,-3.44,-0.02,,,,,0,0
11/12/2012,36.74,36.77,34.68,34.79,5797000,139.16,146.96,147.08,138.72,-1.76,-0.01,-9.56,-0.06,-1.64,-0.01,-10.00,-0.05,,,1,,0,3
11/09/2012,37.59,37.64,36.01,37.18,9595400,148.72,150.36,150.56,144.04,1.60,0.01,-0.04,0.00,1.80,0.01,-4.72,-0.03,,,,,0,0
11/08/2012,36.89,37.43,36.03,37.19,10328700,148.76,147.56,149.72,144.12,-0.24,0.00,0.96,0.01,1.92,0.01,-3.68,-0.02,,,,,0,0
11/07/2012,35.08,37.42,34.83,36.95,13991800,147.80,140.32,149.68,139.32,3.00,0.02,10.48,0.08,12.36,0.09,2.00,0.01,1,,,,4,0
11/06/2012,35.28,35.65,33.86,34.33,7688300,137.32,141.12,142.60,135.44,-1.12,0.01,-4.92,-0.03,0.36,0.00,-6.80,-0.03,,,,,0,0
11/05/2012,35.36,36.46,35.18,35.56,6517300,142.24,141.44,145.84,140.72,1.72,0.01,2.52,0.02,6.12,0.04,1.00,0.01,,,,,1,0
11/02/2012,33.57,35.09,33.44,34.93,8281900,139.72,134.28,140.36,133.76,-1.92,-0.01,3.52,0.03,4.16,0.03,-2.44,0.00,,,,,0,0
11/01/2012,36.70,36.78,33.99,34.05,7508900,136.20,146.80,147.12,135.96,-1.24,0.01,-11.84,-0.06,-0.92,0.01,-12.08,-0.08,,,1,,0,4
10/31/2012,35.59,37.43,35.54,37.01,6414700,148.04,142.36,149.72,142.16,-2.84,0.00,2.84,0.02,4.52,0.03,-3.04,-0.02,,,,,0,0
10/26/2012,36.43,37.36,35.81,36.30,8008600,145.20,145.72,149.44,143.24,-0.20,0.00,-0.72,0.00,3.52,0.02,-2.68,0.00,,,,,0,0
10/25/2012,36.17,37.36,35.96,36.48,7680200,145.92,144.68,149.44,143.84,-5.20,-0.03,-3.96,-0.01,-0.44,0.00,-6.04,-0.04,,,,,0,9
10/24/2012,36.67,37.73,36.60,37.47,7138500,149.88,146.68,150.92,146.40,-2.36,0.00,0.84,0.01,1.88,0.01,-2.64,0.00,,,,,0,0
10/23/2012,36.45,37.70,36.22,37.26,10804600,149.04,145.80,150.80,144.88,7.60,0.05,10.84,0.08,12.60,0.09,6.68,0.05,1,,,,5,0
10/22/2012,34.85,35.94,34.52,34.55,7639900,138.20,139.40,143.76,138.08,-0.56,0.00,-1.76,-0.01,3.80,0.03,-1.88,-0.01,,,,,0,0
10/19/2012,33.19,35.33,33.15,34.99,9627500,139.96,132.76,141.32,132.60,1.24,0.01,8.44,0.06,9.80,0.07,1.08,0.01,1,,,,19,0
10/18/2012,33.20,33.41,32.48,32.88,6355700,131.52,132.80,133.64,129.92,0.88,0.01,-0.40,0.00,1.72,0.01,-2.00,0.00,,,,,0,0
10/17/2012,33.32,33.72,32.78,32.98,5791100,131.92,133.28,134.88,131.12,-0.28,0.00,-1.64,-0.01,1.32,0.01,-2.44,0.00,,,,,0,0
10/16/2012,33.58,33.87,33.22,33.39,5365100,133.56,134.32,135.48,132.88,-2.56,0.00,-3.32,-0.02,-1.40,-0.01,-4.00,-0.01,,,,,0,3
